RPKI filtering threshold,227.4
Full feeder threshold,67434
rpki_invalids,pos,asn
0,0,42
564,80437,174
701,80020,209
2,82578,286
654,85516,293
306,62926,513
2,83110,553
0,12,559
653,84135,680
632,82874,701
0,114,714
0,17,766
636,83676,852
4,83505,1103
0,0,1126
654,85843,1140
0,0,1221
0,0,1239
636,83246,1273
607,85508,1280
2,82581,1299
655,85485,1351
2,82460,1403
0,0,1798
0,69,1836
0,61,1853
707,86599,1916
0,9,2018
0,0,2044
0,0,2116
0,97,2119
0,0,2152
632,83796,2497
17,20709,2500
653,89913,2516
650,85557,2518
0,0,2603
655,85534,2613
0,9,2686
0,18,2854
0,29,2856
660,85499,2857
0,0,2895
0,0,2905
85,83002,2914
0,0,3130
608,83278,3214
1,49,3233
309,82731,3257
0,322,3267
605,83268,3277
638,85940,3280
0,127,3292
0,0,3301
0,0,3303
0,25,3327
652,85812,3333
0,0,3402
525,83438,3491
0,0,3549
0,0,3561
632,83871,3741
0,0,3856
647,85299,4181
0,0,4608
95,4875,4637
741,85774,4739
3,26,4775
632,83519,4777
0,0,4780
642,85885,4826
0,2,4844
0,0,5056
0,0,5390
0,1,5392
0,0,5394
195,33983,5396
0,72,5400
0,0,5403
629,83204,5413
0,0,5418
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,9,5524
0,0,5583
0,0,5588
0,5,5602
407,82030,5645
0,0,5650
581,83095,5769
0,0,6067
0,0,6079
81,82466,6082
607,83408,6233
0,4,6391
0,0,6423
83,82427,6453
193,5504,6461
0,0,6539
641,83487,6667
822,86816,6720
0,141,6730
639,82665,6762
0,60,6774
0,0,6798
633,83015,6830
86,91,6866
651,85406,6881
557,85341,6894
715,84053,6908
606,83657,6939
2,82319,7018
646,85775,7195
737,83574,7489
0,0,7500
715,86316,7575
33,1409,7606
71,27640,7660
793,84256,7713
0,0,7795
1,62,8075
635,83493,8218
1137,85862,8220
0,0,8222
0,0,8224
0,0,8245
254,85432,8283
0,2,8319
0,0,8339
1,698,8359
0,11,8365
0,0,8387
0,0,8422
633,83383,8426
0,155,8447
36,83340,8455
0,14,8470
0,0,8492
0,233,8529
0,0,8551
0,0,8560
609,83330,8607
0,0,8648
0,0,8660
0,5,8674
1,40,8708
35,48837,8758
0,13,8763
0,116,8781
0,0,8816
0,3,8821
0,0,8851
0,0,8859
648,85395,8896
0,0,8897
49,184,8966
651,84199,9002
0,2,9009
0,0,9026
0,0,9031
0,0,9063
0,25,9264
0,0,9266
0,33,9268
629,85396,9304
7,411,9505
0,82,9583
0,3,9658
182,19820,9902
2,80,9930
86,82462,10102
0,115,10310
0,1,10848
767,86628,11039
11,2255,11537
0,0,11686
0,0,11708
0,0,11995
0,0,12306
1,85270,12307
0,0,12350
0,9,12355
0,1,12401
0,7,12414
0,0,12577
0,0,12605
634,83587,12637
0,0,12713
2,83021,12779
613,85470,12859
0,0,12895
0,1,12902
0,0,12956
0,0,12971
1,282,12989
205,33689,13004
515,43937,13030
0,3,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
0,1,13703
0,0,13727
0,385,13760
645,85743,13786
650,85900,13830
0,0,14026
0,0,14061
0,0,14361
0,0,14537
648,85450,14630
0,0,14633
733,84704,14840
2,85843,14907
0,0,15008
0,18,15133
649,85396,15435
649,85618,15547
3,82372,15562
0,0,15600
651,85541,15605
0,2,15695
0,2,15699
0,0,15703
1,67,15830
0,9,15943
0,1,16004
0,3,16030
0,38,16086
0,0,16265
0,1,16298
0,0,16314
167,43767,16347
296,82907,16552
0,0,16570
0,5,16637
0,1,16700
731,86100,16735
0,0,17451
812,87388,17639
3,85380,18106
348,39719,19016
739,85036,19151
0,62,19551
758,86552,19653
577,75354,19754
0,0,19782
745,85691,20080
646,85209,20205
0,16,20495
0,0,20504
0,1,20514
0,0,20562
652,84551,20612
0,1,20704
0,0,20751
673,85221,20764
656,86100,20766
632,83356,20811
649,85295,20912
651,85589,20932
0,19,20940
569,83197,20953
0,0,21013
0,0,21099
643,85783,21232
0,10,21263
0,223,21320
0,0,21336
0,0,21360
0,55,21385
0,0,21478
0,0,22548
630,83194,22652
0,0,22691
0,0,22822
660,85784,23106
750,86683,23367
0,0,23673
0,0,24115
748,84908,24441
716,86570,24482
709,86071,24516
0,1,24592
0,0,24753
639,83670,24875
0,0,24880
0,0,24953
633,83663,24961
0,0,25061
649,85549,25091
648,85465,25152
573,82982,25160
0,1,25178
630,85545,25220
0,0,25227
0,117,25933
195,82669,26073
0,39727,26162
