RPKI filtering threshold,829.8000000000001
Full feeder threshold,687061
rpki_invalids,pos,asn
0,121,42
273,866432,209
1705,899487,293
2536,876184,513
172,868932,553
202,356224,559
173,868671,680
2326,867333,701
0,1040,714
0,169,766
207,868742,852
291,881376,1103
0,5,1126
796,518658,1140
174,876593,1221
292,867059,1239
0,0,1273
2800,899669,1280
192,866940,1299
1366,898915,1351
172,876149,1403
2852,879766,1798
1533,889397,1828
0,193,1836
0,283,1853
0,427,2018
0,31,2044
0,502,2116
0,565,2119
1354,869204,2152
174,882030,2497
0,678,2500
15,5411,2516
1844,870679,2518
0,1627,2603
2587,876702,2613
0,573,2686
0,233,2854
4,908,2856
0,0,2857
2586,876361,2895
270,868752,2914
177,867787,3130
924,869261,3170
2442,880846,3214
2681,873704,3216
253,177456,3233
231,868173,3257
2,2504,3267
2949,904429,3280
173,868041,3292
0,853,3301
361,895280,3303
2346,868772,3320
0,254,3327
291,883654,3333
173,868156,3399
328,872017,3491
303,866347,3549
273,866011,3561
2393,873225,3741
0,1,3856
63,13445,4134
1318,867696,4181
2863,907520,4608
9,74483,4637
1537,898980,4739
23,1394,4775
2538,886313,4777
16,2921,4788
293,898311,4826
0,11,4844
0,7,5390
291,867882,5392
1012,872584,5394
2341,870544,5396
1,1511,5400
0,24,5403
1360,868906,5413
0,1,5418
0,19,5430
0,0,5459
0,67,5466
0,19,5503
214,131923,5511
0,20,5524
0,32,5583
2349,870484,5602
1,273,5603
2660,742057,5645
289,867502,5650
2888,897592,6057
317,868522,6079
222,868937,6082
722,870410,6233
0,167,6325
0,41,6391
2114,870360,6423
940,867405,6453
736,117775,6461
2104,870248,6667
2680,900671,6720
2558,870058,6762
2,2992,6774
0,5,6798
174,868605,6830
0,182,6866
2542,884290,6894
1310,870465,6908
294,898075,6939
299,866851,7018
0,7051,7195
2408,870886,7489
2589,900727,7500
3049,888912,7575
1,99351,7606
310,715795,7660
2096,881900,7713
0,398,7795
0,314,8075
2899,879742,8218
563,872477,8220
0,4,8224
0,43,8245
292,871726,8283
347,900643,8298
0,13,8319
18,7827,8359
0,68,8365
0,19,8387
0,101,8422
204,869629,8426
0,1130,8447
294,869826,8455
0,84,8470
2943,887172,8492
1,1039,8529
1,2510,8551
0,264,8560
524,638199,8607
0,7,8648
1810,870926,8660
0,49,8674
5,1078,8708
374,899882,8758
0,0,8763
0,746,8781
0,10,8816
0,19,8821
0,40,8851
0,8,8859
1476,870867,8896
66,6178,8966
172,869134,9002
0,10,9009
0,3,9026
0,52,9031
0,149,9063
0,0,9264
9,151104,9266
3039,887562,9268
1442,874661,9304
0,6550,9318
1,2313,9505
25,2925,9583
17,486,9658
903,180657,9902
2,1128,9930
0,354,10310
2771,880880,11039
2,5570,11164
13,21809,11537
2832,895275,11686
250,872085,11708
2390,901983,12307
474,869466,12350
0,8,12355
0,0,12401
0,21,12414
2331,871311,12470
0,12,12577
0,16,12605
298,867199,12637
0,1323,12713
173,868652,12779
2827,880390,12859
0,2,12895
0,2,12902
189,43397,12956
277,151818,13004
2309,871683,13030
0,11,13041
0,120,13101
0,67,13189
1455,870897,13237
0,173,13285
1,2035,13335
0,15,13727
93,167455,13760
362,885758,13786
173,868531,13830
0,2,14026
1328,868747,14041
1860,885180,14061
148,307666,14315
1576,870666,14537
2537,885217,14630
2327,885003,14840
292,883420,14907
0,43,15133
2,168909,15280
1416,869512,15435
1175,901201,15547
148,866858,15562
0,126,15600
293,898286,15605
1020,898499,15623
153,569029,15692
0,9,15695
0,26,15699
0,36,15703
0,640,15830
0,82,15943
0,0,16004
0,113,16030
0,269,16086
1,554,16265
0,2,16298
0,1,16314
2581,871559,16347
1,2430,16509
1649,885721,16552
0,247,16637
0,14,16700
649,871532,16735
0,949,16814
2685,879525,17350
3278,900993,17639
899,905071,18106
1,2945,18403
180,407583,19016
1640,872881,19151
0,455,19551
2731,879415,19653
765,868800,19754
19,24858,19782
2354,870242,20080
370,898690,20130
318,898555,20205
0,95,20495
312,873781,20514
11,271060,20562
627,900586,20612
0,8,20704
0,25,20751
2787,885105,20764
932,870834,20811
2328,871233,20912
923,869437,20932
0,157,20940
0,135,21013
0,2,21099
2194,883691,21232
0,52,21263
0,1580,21320
0,2,21336
0,3,21360
0,326,21385
1832,902270,21412
0,54,21473
0,1,21478
173,868006,21700
12,18348,22388
855,903613,22548
1397,871346,22652
0,22,22691
0,224,22822
2963,892501,23106
328,868759,23367
3063,914285,23673
917,118693,24115
7,4566,24441
2261,890359,24482
1091,883321,24516
0,5,24592
0,15,24753
1,256,24875
0,1,24880
0,76,24953
2243,871365,24961
1,22,25061
2554,874883,25091
0,32,25139
419,897060,25152
399,871568,25160
0,11,25198
2627,879223,25220
292,916082,25885
0,109,25933
292,896474,26073
8,165710,26162
0,2,26415
0,342,26744
2890,899326,27678
211,151960,28000
179,887081,28186
0,1030,28283
305,879654,28329
794,892158,28571
0,17,28589
844,668899,28634
0,7,28760
0,5,28788
40,325402,28792
1188,879246,28917
2526,872062,29075
587,869250,29140
1013,898112,29222
0,3,29438
0,2,29449
292,885716,29467
447,877284,29504
0,13,29527
0,51,29550
1691,882918,29680
1961,872061,29691
20,1532,29838
1813,727225,30132
396,867899,30286
3,2947,30844
0,6,30892
293,867226,30950
291,878495,31019
27,2750,31027
0,2133,31042
0,0,31122
24,12985,31133
0,68,31313
0,2,31383
0,6,31424
0,2,31449
131,1913,31500
225,72886,31554
0,91,31727
212,868251,31742
0,3,31800
11,6629,32098
0,7,32261
535,868308,32354
51,170345,32653
654,817894,32709
2,4293,32787
1,60,32869
0,60,32934
0,467,33132
4,62495,33823
0,5,33845
0,5391,33891
292,903095,34019
2503,871838,34177
2509,872336,34224
0,23,34245
1019,885046,34288
0,48,34347
359,870505,34549
0,5,34723
0,11,34790
0,79,34800
2309,871540,34854
2851,905426,34927
946,870843,34968
0,134,35228
420,868644,35266
4,62689,35267
0,13,35313
8,2718,35320
0,14,35332
2543,874662,35360
2815,880594,35369
261,570820,35426
40,191192,35505
3065,902071,35598
110,426610,35600
2594,873453,35619
1,492,35699
0,72,35708
173,869431,35710
3281,903550,36236
4149,890854,36351
2463,887771,36924
0,27,36968
15,132,37053
0,2360,37100
2494,882695,37239
363,869852,37271
0,28,37314
2234,885881,37468
173,892029,37497
0,23,37546
0,3,37578
34,252648,37640
0,22,37650
8,2916,37662
49,241414,37680
30,97385,37704
2746,697875,37721
3063,890425,37989
2852,882441,38001
622,911640,38136
0,0,38173
0,223,38182
0,81,38496
3024,911689,38726
3650,905116,38880
303,898713,38883
2,84750,39107
1405,876318,39120
172,869525,39122
0,1,39202
173,869324,39351
2337,869654,39533
388,868369,39591
0,41,39651
53,138017,39668
0,2,39821
1,126,39912
1431,899113,40387
293,896872,40630
2618,878528,40934
366,872400,40994
0,7,41028
5179,885690,41095
279,868583,41157
173,871578,41327
0,0,41617
185,868022,41666
1280,870271,41695
2792,905207,41722
453,865625,41805
2367,868617,41811
0,6,41953
0,2,42275
174,882206,42473
182,859347,42541
0,524,42708
0,0,42861
0,634,43100
0,70,43578
0,0,44030
364,869736,44103
3111,911869,44393
0,92,44684
296,867903,45352
319,898947,45437
0,6,45494
0,12,45634
95,1910,45896
299,867528,46450
2984,912261,46997
173,870790,47147
2370,866305,47251
0,58,47422
3142,904784,47441
1065,877761,47692
186,871507,47787
417,372086,47957
19,7556,48147
2943,888421,48166
276,193322,48292
570,871434,48362
293,902328,48550
200,411901,48571
0,0,48646
1958,873371,48821
306,902793,48919
176,869421,49102
296,896435,49134
0,7,49375
2747,883406,49420
2403,873166,49432
2323,870052,49434
0,8,49463
0,308,49544
174,869035,49605
3066,888469,49673
551,901626,49697
24,92706,49709
1386,870480,49788
0,50,49835
395,868599,50300
1155,869674,50304
7,4398,50384
291,886074,50628
2994,883603,50673
579,618564,50763
444,869250,50877
172,868321,51088
1397,878126,51184
3737,892979,51185
0,12,51333
2851,904929,51786
2059,902016,51873
285,326233,51999
2925,880524,52320
0,0,52720
2676,896416,52814
173,875547,52863
2267,882520,52873
0,5,52888
0,50,52940
2470,871248,53013
2380,881519,53070
0,214,53237
0,10,53274
323,863847,53767
763,869145,53828
0,11,54054
2973,884933,54574
292,897286,55222
2855,905687,55720
2197,900495,56430
0,8,56444
0,0,56662
2962,885277,56665
0,0,57050
2349,870160,57111
54,111161,57199
0,1,57351
1323,870133,57381
739,389030,57463
2843,899376,57695
172,868880,57821
174,868108,57866
2745,876345,58057
0,2,58280
2283,901927,58299
2758,881132,58308
0,65,58500
