RPKI filtering threshold,222.8
Full feeder threshold,57191
rpki_invalids,pos,asn
0,0,42
666,67386,174
776,70827,209
2,69070,286
703,71100,293
575,52768,513
2,70478,553
0,12,559
761,70563,680
706,69517,701
0,96,714
0,17,766
712,70067,852
38,69899,1103
0,0,1126
584,69695,1140
0,0,1221
0,0,1239
715,69690,1273
731,72133,1280
703,69496,1299
728,72188,1351
2,68893,1403
707,72173,1798
720,70073,1836
0,49,1853
762,72876,1916
103,16075,2018
0,0,2044
0,0,2116
0,90,2119
0,0,2152
708,69978,2497
68,19113,2500
711,76255,2516
715,72121,2518
0,0,2603
686,70592,2613
0,9,2686
0,15,2854
0,31,2856
715,72042,2857
0,0,2895
0,0,2905
722,69847,2914
0,0,3130
704,69731,3257
1,270,3267
748,72807,3277
0,119,3292
0,0,3301
0,0,3303
0,23,3327
711,72283,3333
0,0,3402
780,67904,3491
0,0,3549
0,0,3561
719,70221,3741
0,0,3856
710,71965,4181
0,0,4608
119,2473,4637
813,72753,4739
0,16,4775
704,69826,4777
0,0,4780
711,72400,4826
0,4,4844
0,0,5056
0,0,5390
0,5,5392
0,5,5394
416,28942,5396
0,66,5400
0,0,5403
711,69787,5413
0,0,5418
0,0,5430
0,0,5466
0,0,5503
0,0,5511
0,8,5524
0,0,5583
0,0,5588
0,8,5602
710,69028,5645
0,0,5650
711,69652,5769
0,0,6067
0,0,6079
707,72158,6082
0,0,6083
688,70681,6233
0,0,6423
704,69495,6453
68,3966,6461
0,0,6539
712,70043,6667
1010,73741,6720
0,103,6730
707,69768,6762
0,56,6774
800,69836,6830
6,11,6866
714,71991,6881
706,72092,6894
688,70900,6939
0,2,6968
7,68840,7018
0,0,7500
761,72374,7575
8,1322,7606
77,24559,7660
866,71125,7713
0,0,7795
6,58,8075
705,69893,8218
1270,72663,8220
0,0,8222
0,0,8224
0,0,8245
11,71598,8283
0,2,8319
0,0,8331
0,0,8339
0,437,8359
0,11,8365
0,0,8387
0,0,8422
709,70003,8426
0,96,8447
77,69609,8455
0,11,8470
0,0,8492
14,87,8529
0,0,8551
0,0,8560
687,70619,8607
0,0,8648
0,5,8674
0,31,8708
57,34583,8758
0,14,8763
0,29,8781
0,0,8816
0,3,8821
0,0,8851
711,72037,8896
0,0,8897
0,0,8966
717,70603,9002
0,2,9009
0,0,9026
0,0,9031
0,0,9063
0,26,9264
0,0,9266
0,30,9268
747,71994,9304
0,0,9318
5,186,9505
0,48,9583
0,3,9658
708,69588,9902
0,87,9930
706,69529,10102
0,103,10310
0,4,10474
0,1,10848
817,73086,11039
0,0,11403
25,2182,11537
0,0,11686
0,0,11708
0,0,11995
0,0,12306
719,72334,12307
0,0,12350
0,9,12355
0,1,12401
1,7,12414
0,0,12577
0,0,12605
710,70703,12637
0,0,12713
2,69604,12779
704,72084,12859
0,0,12895
0,1,12902
0,0,12956
0,0,12971
1,295,12989
419,28872,13004
724,58604,13030
0,3,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
0,1,13703
0,0,13727
0,217,13760
714,72303,13830
0,0,14026
0,0,14061
0,0,14361
0,0,14537
0,3,14630
0,0,14633
706,72475,14840
729,72613,14907
0,0,15008
0,2,15133
719,72114,15435
711,72332,15547
37,68687,15562
0,0,15600
743,72804,15605
0,2,15695
0,3,15699
0,0,15703
1,51,15830
0,7,15943
0,1,16004
0,2,16030
0,39,16086
0,0,16265
0,1,16298
0,0,16314
134,37909,16347
0,0,16570
0,6,16637
0,1,16700
813,73412,16735
0,0,17451
720,72492,17639
882,73794,18106
429,33115,19016
830,73607,19151
0,0,19551
823,73012,19653
636,64636,19754
0,0,19782
812,72193,20080
701,72213,20495
0,0,20504
0,1,20514
0,0,20562
720,70726,20612
0,1,20704
0,0,20751
814,72221,20764
709,69862,20811
712,72085,20912
805,72762,20932
0,19,20940
0,0,20953
0,0,21013
0,0,21099
417,29620,21232
0,9,21263
0,180,21320
0,0,21336
0,0,21360
0,48,21385
0,0,21478
710,69792,22652
0,0,22691
0,0,22822
842,73344,23106
688,70593,23367
0,0,23673
0,0,24115
810,72095,24441
766,72936,24482
720,72504,24516
0,1,24592
0,0,24753
719,70616,24875
0,0,24880
0,0,24931
0,0,24953
0,0,25061
710,72166,25091
719,72271,25152
707,69633,25160
0,1,25178
721,72528,25220
0,0,25227
0,124,25933
1,32298,26162
0,2,26415
0,4,26744
0,0,27257
0,0,27446
0,0,27678
708,72607,28186
0,0,28220
0,0,28260
0,80,28283
711,71155,28329
779,73113,28571
0,7,28589
