RPKI filtering threshold,1366.0
Full feeder threshold,627396
rpki_invalids,pos,asn
0,196,42
2193,772451,174
4687,779149,209
25,778652,286
5181,805284,293
3082,512607,513
54,783791,553
0,125,559
4514,784222,680
4693,777020,701
0,813,714
0,120,766
4559,780633,852
51,783337,1103
0,4,1126
2206,458206,1140
4728,780094,1221
4674,776522,1239
0,0,1273
5137,807476,1280
46,762782,1299
4981,804549,1351
27,785765,1403
4753,793084,1798
1,142,1836
0,279,1853
4526,799573,1916
0,398,2018
0,30,2044
3,445,2116
0,847,2119
4709,779741,2152
4784,786710,2497
0,716,2500
86,5715,2516
5066,781641,2518
3,1778,2603
4679,789657,2613
0,567,2686
1,251,2854
0,622,2856
0,0,2857
4850,791014,2895
15,13980,2905
4638,780150,2914
27,773187,3130
813,154458,3233
4482,778383,3257
4850,789458,3267
4850,789449,3277
4559,797858,3280
4620,779680,3292
1,826,3301
4909,790595,3303
1,247,3327
4552,788699,3333
4483,779511,3402
5068,784772,3491
4681,781794,3549
4710,779350,3561
4739,786397,3741
0,1,3856
3152,777030,4181
5216,810047,4608
608,55053,4637
4699,803886,4739
34,232,4775
4833,791840,4777
24,1508,4780
5098,804228,4826
0,9,4844
0,1058,5056
0,8,5390
4677,783127,5392
4521,783572,5394
4559,783485,5396
1,1446,5400
0,24,5403
4731,783509,5413
0,1,5418
0,16,5430
0,71,5466
0,20,5503
637,87594,5511
0,19,5524
0,44,5583
20,2098,5588
4645,783515,5602
4521,772564,5645
4565,779400,5650
4552,779851,5769
0,15,6067
1923,777389,6079
4542,778438,6082
1382,237142,6233
0,37,6391
4570,791063,6423
3988,777732,6453
797,73796,6461
314,191384,6539
4939,784607,6667
4568,793877,6720
8,541,6730
4666,780351,6762
3,528,6774
0,6,6798
4549,780773,6830
0,160,6866
4929,807023,6881
4393,790424,6894
4861,804555,6939
195,774578,7018
4987,792878,7195
4595,790299,7489
5164,781983,7500
5136,795081,7575
31,13055,7606
408,663113,7660
5121,794168,7713
0,356,7795
0,257,8075
4497,790484,8218
4827,784353,8220
4487,783904,8222
0,4,8224
0,71,8245
8,783094,8283
0,14,8319
0,32,8339
4,6868,8359
0,54,8365
0,19,8387
0,110,8422
4699,785942,8426
0,954,8447
29,781355,8455
0,59,8470
4977,799982,8492
1,834,8529
3,1974,8551
0,302,8560
4493,783510,8607
0,7,8648
0,47,8674
1,1119,8708
4777,795195,8758
0,0,8763
0,11,8816
0,17,8821
0,32,8851
4621,784396,8896
1,57,8897
6,3729,8966
4594,785076,9002
0,5,9009
0,4,9026
0,66,9031
0,122,9063
0,0,9264
9,3875,9266
0,195,9268
4940,784317,9304
0,28,9318
42,5659,9505
14,1776,9583
1,409,9658
1513,141623,9902
3,459,9930
0,0,10102
0,201,10310
0,4,10848
4746,791789,11039
54,20215,11537
4880,795654,11686
4983,813230,11708
0,2,11995
0,80,12306
4590,797233,12307
2669,779489,12350
0,14,12355
0,0,12401
0,14,12414
0,8,12577
0,30,12605
4509,780093,12637
2,2907,12713
48,777947,12779
4457,784835,12859
0,2,12895
0,2,12902
125,37858,12956
0,7,12971
0,1262,12989
610,103490,13004
2899,751509,13030
0,10,13041
0,283,13101
0,68,13189
4471,785488,13237
0,162,13285
0,76,13703
0,12,13727
1,1861,13760
4989,789554,13786
4961,806235,13830
0,2,14026
5192,790351,14061
4710,780323,14361
4670,784487,14537
4938,812481,14630
0,2,14633
4620,792076,14840
29,794092,14907
5108,805243,15008
0,39,15133
4480,783111,15435
4631,786146,15547
8,773810,15562
0,130,15600
5044,793375,15605
0,17,15695
0,28,15699
0,52,15703
3,328,15830
0,68,15943
0,0,16004
0,99,16030
0,262,16086
1,363,16265
0,2,16298
0,1,16314
4989,795126,16347
0,11,16570
0,276,16637
0,13,16700
4539,783473,16735
0,48,17451
5119,813858,17639
5094,804560,18106
3486,629648,19016
5048,784216,19151
0,436,19551
4865,790821,19653
2986,780175,19754
55,21391,19782
4634,780076,20080
5150,803488,20205
0,95,20495
0,1,20504
54,780155,20514
1399,237175,20562
4793,796329,20612
0,11,20704
0,27,20751
5031,797959,20764
4705,784924,20811
4503,779316,20912
4527,784828,20932
0,137,20940
2762,781823,20953
0,124,21013
0,2,21099
4805,795453,21232
0,29,21263
3,1554,21320
0,2,21336
0,3,21360
0,385,21385
0,1,21478
4540,782288,22652
0,68,22691
1,294,22822
4591,803605,23106
4628,782779,23367
5665,818107,23673
1512,96452,24115
4385,670746,24441
5043,798850,24482
4992,785673,24516
0,5,24592
0,67,24753
4645,787606,24875
0,1,24880
0,95,24953
4535,785548,24961
1,18,25061
4580,788349,25091
5136,803559,25152
4613,785974,25160
0,0,25178
4674,788391,25220
4968,801186,25227
0,590,25933
579,804094,26073
1,116576,26162
0,2,26415
0,188,26744
0,98,27257
4971,802813,27446
4651,799204,27678
4572,796218,28186
4598,806975,28220
4584,804418,28260
0,893,28283
4561,781819,28329
4536,799887,28571
0,17,28589
5017,801468,28634
0,6,28760
0,5,28788
1926,349547,28792
4643,789795,28917
4518,784733,29140
4930,791846,29222
0,2,29449
27,783301,29467
4596,786460,29479
4514,788766,29504
0,12,29527
0,48,29550
1426,343950,29608
5565,794092,29680
4544,783163,29686
4572,785067,29691
5,162,29838
4991,807345,30132
0,2387,30844
0,6,30892
5,781328,31019
12,455,31027
1,381,31042
0,0,31122
20,10104,31133
4491,780213,31313
0,2,31383
3845,722786,31424
0,4,31449
715,137337,31554
0,82,31727
4494,780163,31742
0,3,31800
3921,738746,32097
15,5194,32098
0,3,32212
5042,779855,32354
0,23,32653
5010,804469,32709
5,2307,32787
0,58,32869
0,59,32934
1,544,33132
628,93123,33823
0,5,33845
0,5395,33891
168,511671,34019
4649,785545,34177
4606,784595,34224
