RPKI filtering threshold,368.40000000000003
Full feeder threshold,117009
rpki_invalids,pos,asn
0,0,42
56,138099,209
260,141323,293
474,143150,513
11,141612,553
126,72961,559
4,141911,680
697,141478,701
0,215,714
0,15,766
26,141936,852
3,143144,1103
0,0,1126
20,141698,1140
0,0,1221
12,141310,1239
807,141739,1273
700,146393,1280
0,0,1299
634,146241,1351
3,140934,1403
999,147685,1798
1279,146772,1828
0,112,1836
0,66,1853
0,22,2018
988,147111,2027
0,0,2044
0,0,2116
0,143,2119
0,0,2152
5,145744,2497
12,27659,2500
811,152062,2516
824,146919,2518
0,0,2603
879,148802,2613
0,11,2686
0,16,2854
0,73,2856
0,3,2857
0,0,2895
9,137184,2914
0,0,3130
560,142467,3170
419,146792,3214
0,0,3216
0,101,3233
13,141064,3257
1,46,3267
853,148753,3280
0,103,3292
0,0,3301
0,0,3303
90,119692,3320
0,24,3327
4,146421,3333
3,141823,3399
3,141129,3491
0,0,3549
0,0,3561
0,0,3741
0,0,3856
0,1920,4134
436,145836,4181
0,0,4608
1,13928,4637
1224,148245,4739
10,144,4775
26,145844,4777
12,314,4788
3,146720,4826
0,2,4844
0,0,5390
0,1,5392
0,5,5394
0,0,5396
0,112,5400
0,0,5403
178,141669,5413
0,0,5418
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,9,5524
0,0,5583
0,6,5602
0,26,5603
823,90974,5645
0,0,5650
830,146925,6057
0,0,6079
18,136860,6082
139,146125,6233
0,2,6325
0,3,6391
0,0,6423
345,141152,6453
418,16416,6461
564,142423,6667
916,147864,6720
721,141721,6762
0,88,6774
0,0,6798
8,140972,6830
37,42,6866
506,131211,6894
525,142357,6908
4,144212,6939
7,140771,7018
0,2717,7195
889,146422,7489
0,0,7500
1580,152316,7575
0,53858,7606
20,40422,7660
1435,143551,7713
0,0,7795
0,68,8075
835,142322,8218
460,146250,8220
0,0,8224
0,0,8245
69,146321,8283
9,146752,8298
0,2,8319
4,366,8359
0,13,8365
0,0,8387
0,44,8400
0,0,8422
4,142181,8426
0,131,8447
7,142031,8455
0,15,8470
0,0,8492
0,346,8529
0,0,8551
0,0,8560
37,143862,8607
0,0,8648
0,0,8660
0,6,8674
0,99,8708
2,146866,8758
0,17,8763
0,256,8781
0,0,8816
0,5,8821
0,0,8851
0,0,8859
532,146482,8896
72,383,8966
3,142423,9002
0,4,9009
0,0,9026
0,0,9031
0,0,9063
0,32,9264
0,0,9266
1542,144814,9268
1707,147805,9304
0,0,9318
0,981,9505
0,2,9583
0,6,9658
113,18177,9902
1,139,9930
0,124,10310
998,147796,11039
1,374,11164
0,0,11403
0,0,11537
0,0,11686
0,0,11708
662,148791,12307
0,0,12350
0,9,12355
0,1,12401
0,8,12414
0,0,12470
0,0,12577
0,0,12605
448,146045,12637
0,0,12713
3,141937,12779
47,141586,12859
0,0,12895
0,1,12902
0,0,12956
128,59640,13004
697,142380,13030
0,3,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
1,222,13335
0,0,13727
708,142596,13760
71,146598,13786
44,146128,13830
0,0,14026
0,0,14041
1282,148608,14061
1,54235,14315
0,0,14537
131,146127,14630
705,145033,14840
3,147387,14907
0,19,15133
573,143256,15280
20,145360,15435
517,146155,15547
1,136463,15562
0,0,15600
134,146221,15605
617,146684,15623
9,77793,15692
0,2,15695
0,4,15699
0,0,15703
0,101,15830
0,12,15943
0,1,16004
0,0,16030
0,48,16086
0,0,16265
0,1,16298
0,0,16314
111,77604,16347
0,807,16509
1181,148528,16552
0,7,16637
0,1,16700
136,143815,16735
75,142717,17350
1828,149907,17639
49,146207,18106
1,537,18403
8,63455,19016
578,143772,19151
0,75,19551
879,147647,19653
39,117704,19754
0,0,19782
712,146390,20080
0,0,20130
9,143886,20205
0,102,20495
0,1,20514
0,0,20562
108,147012,20612
0,0,20704
0,0,20751
1173,144651,20764
524,142278,20811
725,146797,20912
102,146150,20932
0,8,20940
0,0,21013
0,0,21099
2,58348,21232
0,13,21263
0,212,21320
0,0,21336
0,0,21360
0,66,21385
428,147145,21412
0,0,21473
0,0,21478
3,145406,21700
114,6455,22388
0,0,22548
521,141516,22652
0,0,22691
0,0,22822
847,144692,23106
17,146184,23367
1730,148848,23673
0,0,24115
43,138526,24441
1350,147461,24482
1155,147836,24516
0,1,24592
0,0,24753
0,0,24875
0,0,24880
0,0,24953
581,142619,24961
0,0,25061
825,143647,25091
0,0,25139
548,150382,25152
146,142083,25160
0,0,25198
113,146573,25220
0,0,25885
