RPKI filtering threshold,652.4000000000001
Full feeder threshold,661089
rpki_invalids,pos,asn
1,119,42
43,809438,174
2312,813918,209
21,812572,286
2314,837442,293
2336,819601,513
20,819055,553
0,124,559
26,814672,680
2304,812965,701
0,918,714
0,159,766
2348,816287,852
26,818170,1103
0,5,1126
8,478171,1140
40,814081,1221
358,810573,1239
0,0,1273
2403,835741,1280
30,812517,1299
1171,835589,1351
33,814042,1403
2436,818520,1798
0,162,1836
0,284,1853
0,402,2018
0,33,2044
6,487,2116
0,838,2119
2362,816233,2152
37,828575,2497
0,730,2500
13,5619,2516
1439,815958,2518
0,1744,2603
2309,821673,2613
0,569,2686
0,269,2854
1,795,2856
0,0,2857
2356,822602,2895
21,12161,2905
333,814087,2914
24,811340,3130
227,289869,3214
113,159557,3233
27,813693,3257
2326,821945,3267
2329,821943,3277
0,0,3280
2319,815706,3292
0,1078,3301
22,820286,3303
2303,814617,3320
0,242,3327
2331,822948,3333
31,449249,3402
187,817502,3491
2310,814068,3549
2308,813488,3561
2523,818469,3741
0,1,3856
45,12846,4134
1129,813218,4181
2506,845666,4608
258,66465,4637
1028,834907,4739
38,1249,4775
2340,833599,4777
218,840560,4826
0,9,4844
0,270,5056
0,8,5390
2302,815500,5392
727,820187,5394
2329,815801,5396
2,1456,5400
0,24,5403
2311,815874,5413
0,1,5418
0,17,5430
0,0,5459
0,71,5466
0,20,5503
264,109193,5511
0,20,5524
0,40,5583
5,1970,5588
2338,815809,5602
61,691114,5645
2305,815230,5650
488,174517,6057
0,16,6067
2240,816081,6079
224,812580,6082
303,383207,6233
0,41,6391
2372,817235,6423
704,813074,6453
642,94058,6461
430,205269,6539
2481,816604,6667
2329,837318,6720
4,623,6730
2368,815768,6762
2,3683,6774
0,6,6798
66,814235,6830
0,165,6866
135,838046,6881
2311,831314,6894
1281,814865,6908
18,834325,6939
92,812248,7018
0,6354,7195
2374,816529,7489
2357,821836,7500
2519,822583,7575
1,85096,7606
561,697596,7660
2137,824449,7713
0,372,7795
0,296,8075
2378,816747,8218
1817,819800,8220
0,4,8224
0,62,8245
0,0,8283
0,14,8319
7,7726,8359
0,80,8365
0,19,8387
0,112,8422
64,815145,8426
0,1310,8447
140,814240,8455
0,65,8470
2421,832657,8492
0,221,8529
1,1482,8551
0,331,8560
2293,815744,8607
0,7,8648
2346,817388,8660
0,51,8674
3,1298,8708
2382,825419,8758
0,0,8763
0,773,8781
0,10,8816
0,17,8821
0,41,8851
0,8,8859
2307,816785,8896
0,41,8897
6,3895,8966
26,817056,9002
0,6,9009
0,4,9026
0,74,9031
0,152,9063
0,0,9264
0,3844,9266
0,191,9268
2667,820397,9304
48,3623,9505
16,1952,9583
1,504,9658
497,160198,9902
6,786,9930
0,0,10102
0,307,10310
2412,818581,11039
0,18,11403
36,21490,11537
2390,833536,11686
2376,840963,11708
0,80,12306
9,828269,12307
236,815165,12350
0,8,12355
0,0,12401
0,20,12414
0,8,12577
0,29,12605
277,812271,12637
0,1408,12713
25,813694,12779
386,814239,12859
0,2,12895
0,2,12902
118,41581,12956
0,6,12971
107,130007,13004
1516,754733,13030
0,10,13041
0,155,13101
0,69,13189
1226,816033,13237
0,176,13285
0,12,13727
0,2202,13760
2333,829156,13786
2289,837825,13830
0,2,14026
2468,823988,14061
2302,816284,14361
2338,816974,14537
2511,849563,14630
2352,830479,14840
26,826555,14907
76,811927,15008
0,39,15133
22,152616,15280
972,814657,15435
2411,829168,15547
1,812293,15562
0,138,15600
22,825262,15605
2310,825461,15623
179,473911,15692
0,18,15695
0,29,15699
0,61,15703
1,618,15830
0,75,15943
0,0,16004
0,107,16030
0,241,16086
0,464,16265
0,2,16298
0,1,16314
2463,830425,16347
2172,823806,16552
0,11,16570
0,261,16637
0,15,16700
2360,819032,16735
6,1055,16814
2747,856353,17639
129,840127,18106
115,360453,19016
2378,819824,19151
0,303,19551
2354,816527,19653
452,814906,19754
39,23382,19782
2307,815718,20080
2280,835659,20205
0,68,20495
33,817276,20514
9,226524,20562
2444,829895,20612
0,11,20704
0,26,20751
2413,829720,20764
2293,816539,20811
2288,815946,20912
2295,816359,20932
0,145,20940
802,814437,20953
0,129,21013
0,2,21099
1500,826820,21232
0,36,21263
0,1558,21320
0,2,21336
0,3,21360
0,378,21385
2399,842151,21412
0,47,21473
0,1,21478
2340,841843,22548
1245,816875,22652
0,67,22691
0,243,22822
2390,834645,23106
2355,816993,23367
2702,856076,23673
509,106227,24115
0,3,24322
315,780658,24441
2044,842852,24482
690,821183,24516
0,5,24592
0,36,24753
3,203,24875
0,1,24880
0,22,24931
0,86,24953
2340,814223,24961
1,19,25061
2298,819772,25091
428,833526,25152
2281,819022,25160
0,0,25178
2358,821402,25220
2316,819864,25885
0,130,25933
22,838099,26073
2,153337,26162
