RPKI filtering threshold,579.2
Full feeder threshold,687316
rpki_invalids,pos,asn
0,121,42
39,842589,174
46,843657,209
1220,869052,293
1885,853612,513
28,846128,553
155,356826,559
28,845908,680
1623,844706,701
0,1025,714
0,165,766
56,845873,852
28,857265,1103
0,5,1126
16,504814,1140
27,853609,1221
58,844043,1239
0,0,1273
1762,877851,1280
50,843897,1299
787,869107,1351
28,853487,1403
1817,857265,1798
959,866373,1828
0,177,1836
0,274,1853
0,419,2018
0,31,2044
1,486,2116
0,595,2119
835,846690,2152
31,858999,2497
0,718,2500
20,5550,2516
933,847603,2518
1,1742,2603
1842,854180,2613
4,597,2686
0,245,2854
5,920,2856
0,0,2857
1722,854174,2895
208,845291,2914
37,843997,3130
779,846924,3170
743,864943,3214
1743,850937,3216
35,157951,3233
40,844769,3257
811,851283,3267
1867,876072,3280
27,844841,3292
0,1092,3301
28,873055,3303
1889,853404,3320
0,255,3327
27,860143,3333
107,848864,3491
102,843523,3549
50,843301,3561
1630,850270,3741
0,1,3856
54,12281,4134
790,844706,4181
1804,888431,4608
10,69708,4637
826,868901,4739
37,1358,4775
1663,863313,4777
4,3725,4788
30,876764,4826
0,9,4844
0,7,5390
63,844937,5392
700,849229,5394
1612,847653,5396
3,1547,5400
0,24,5403
750,846368,5413
0,1,5418
0,18,5430
0,0,5459
0,69,5466
0,19,5503
286,117123,5511
0,20,5524
0,32,5583
1616,847637,5602
1736,720765,5645
696,845523,5650
329,185194,6057
40,845133,6079
89,845925,6082
386,849544,6233
0,164,6325
0,41,6391
1447,847977,6423
546,844522,6453
556,104290,6461
301,211604,6539
1306,847624,6667
1728,879276,6720
0,671,6730
1672,846999,6762
1,604,6774
0,5,6798
230,845399,6830
0,178,6866
206,871930,6881
1179,849045,6894
822,847757,6908
35,867671,6939
87,843766,7018
0,7407,7195
1682,848065,7489
1672,877807,7500
1859,868970,7575
6,97340,7606
513,702407,7660
1011,857271,7713
0,415,7795
0,316,8075
1821,856755,8218
795,850161,8220
0,4,8224
0,43,8245
58,847963,8283
114,174381,8289
0,13,8319
15,7552,8359
0,69,8365
0,19,8387
0,106,8422
1169,848162,8426
1,1118,8447
29,846286,8455
0,67,8470
1842,865024,8492
0,1041,8529
0,2178,8551
0,299,8560
330,613284,8607
0,8,8648
1193,848141,8660
0,51,8674
2,1147,8708
0,0,8758
0,0,8763
1,721,8781
0,9,8816
0,18,8821
0,40,8851
0,8,8859
1147,848586,8896
5,4370,8966
29,846072,9002
0,9,9009
0,4,9026
0,70,9031
0,151,9063
0,0,9264
9,149309,9266
1862,866471,9268
1013,853271,9304
0,6622,9318
0,2442,9505
1,2892,9583
19,477,9658
404,166354,9902
0,1100,9930
0,360,10310
1802,858050,11039
2,5581,11164
0,17,11403
23,22043,11537
1800,872527,11686
1761,886497,11708
235,877965,12307
185,846407,12350
0,8,12355
0,0,12401
0,20,12414
1596,848247,12470
0,12,12577
0,16,12605
236,843779,12637
0,1528,12713
28,845277,12779
377,846270,12859
0,2,12895
0,2,12902
125,41985,12956
129,153568,13004
1310,847746,13030
0,10,13041
0,127,13101
0,72,13189
911,848174,13237
0,174,13285
0,12,13727
0,2887,13760
101,856309,13786
234,869184,13830
0,2,14026
769,846214,14041
1402,863078,14061
439,447767,14315
815,847563,14537
1681,859097,14630
1855,862091,14840
30,860523,14907
81,842813,15008
0,43,15133
150,168601,15280
800,846487,15435
1478,880128,15547
4,843876,15562
0,144,15600
27,875669,15605
1285,877852,15623
192,553121,15692
0,9,15695
0,27,15699
0,45,15703
0,617,15830
0,81,15943
0,0,16004
0,111,16030
0,275,16086
1,477,16265
0,2,16298
0,1,16314
1700,848987,16347
1,2236,16509
1352,867434,16552
0,241,16637
0,17,16700
1745,851005,16735
1,962,16814
1742,856879,17350
2112,890208,17639
31,866427,17920
62,884938,18106
89,420057,19016
931,850355,19151
0,443,19551
1755,856839,19653
466,845919,19754
29,24667,19782
1686,847358,20080
95,868479,20130
61,868409,20205
0,92,20495
51,848182,20514
14,247109,20562
1556,879986,20612
0,11,20704
0,21,20751
1804,863181,20764
625,847937,20811
1601,847941,20912
261,846625,20932
0,154,20940
0,113,21013
0,2,21099
1309,861017,21232
0,45,21263
0,1551,21320
0,2,21336
0,3,21360
0,305,21385
962,872300,21412
0,54,21473
0,1,21478
28,844734,21700
21,18537,22388
1819,875386,22548
1059,848487,22652
0,36,22691
0,223,22822
1899,863403,23106
129,844590,23367
2082,903149,23673
426,119585,24115
6,4514,24441
1474,878806,24482
595,865459,24516
0,5,24592
0,33,24753
0,228,24875
0,1,24880
0,73,24953
1365,848537,24961
1,22,25061
1825,852118,25091
90,866965,25152
266,849023,25160
0,8,25198
324,851402,25220
33,900236,25885
0,119,25933
28,866458,26073
5,162029,26162
0,2,26415
0,301,26744
80,866495,27446
1952,873271,27678
0,701,28000
34,864548,28186
0,1089,28283
49,852180,28329
738,868815,28571
0,17,28589
913,717274,28634
0,7,28760
0,5,28788
51,408674,28792
960,856942,28917
1787,849269,29075
310,846416,29140
725,876541,29222
0,3,29438
0,2,29449
28,860371,29467
29,846748,29479
208,851420,29504
0,13,29527
0,51,29550
68,104917,29608
2518,859419,29680
1379,848785,29691
38,1798,29838
916,868494,30132
57,845139,30286
2,2638,30844
0,6,30892
60,844037,30950
28,855751,31019
24,862,31027
1,574,31042
0,0,31122
18,11424,31133
248,846972,31313
0,2,31383
1086,819824,31424
0,2,31449
20,1690,31500
34,84747,31554
0,89,31727
0,0,31742
0,3,31800
9,6775,32098
0,5,32261
280,845108,32354
45,167583,32653
422,824280,32709
10,4075,32787
0,42,32869
0,59,32934
0,460,33132
15,61722,33823
0,5,33845
2,6431,33891
20,588189,34019
1604,849445,34177
1661,849956,34224
0,23,34245
756,862812,34288
0,44,34347
120,848544,34549
47,845687,34553
0,3,34615
0,4,34723
0,11,34790
1728,854645,34800
1616,849237,34854
1805,874356,34927
185,847124,34968
0,134,35228
289,845895,35266
16,61923,35267
0,13,35313
7,2693,35320
0,14,35332
1820,851912,35360
1795,857611,35369
10,558890,35426
41,185827,35505
2011,684004,35598
12,420431,35600
1716,850883,35619
0,437,35699
0,84,35708
32,846009,35710
2025,884110,36236
2853,868487,36351
1889,898587,36924
0,34,36968
15,139,37053
0,2233,37100
1810,870678,37239
392,846944,37271
0,27,37314
1411,869061,37468
28,871162,37497
0,18,37546
0,3,37578
12,255536,37640
0,22,37650
3,2668,37662
48,228388,37680
28,97019,37704
1767,691202,37721
1927,873771,37989
1692,859808,38001
28,881891,38136
0,0,38173
0,224,38182
0,82,38496
1978,892022,38726
2031,867801,38880
60,876728,38883
4,83466,39107
726,852762,39120
27,850266,39122
0,1,39202
0,3,39347
885,848011,39351
1675,848475,39533
111,845110,39591
0,40,39651
30,131442,39668
0,3,39821
2,120,39912
858,869256,40387
46,867321,40630
1697,855816,40934
124,515357,40994
0,7,41028
3655,860464,41095
51,845346,41157
27,848820,41327
0,0,41617
839,847763,41695
1818,883742,41722
1574,846891,41811
0,5,41953
1825,851915,42275
30,858982,42473
48,844560,42541
0,519,42708
0,0,42861
1,614,43100
1,70,43578
0,0,44030
1135,848007,44103
2019,892686,44393
0,88,44684
1964,876573,45352
47,878621,45437
0,6,45494
0,13,45634
1,1801,45896
174,844537,46450
1666,866066,46997
28,846830,47147
1625,852172,47251
0,49,47422
1801,882621,47441
620,851672,47692
1777,860023,47787
359,389907,47957
21,7353,48147
130,142909,48292
80,856685,48362
30,880082,48550
50,388668,48571
0,0,48646
1233,850204,48821
1882,882157,48919
72,846399,49102
36,867022,49134
0,7,49375
1766,861081,49420
1649,858963,49432
1614,848974,49434
0,8,49463
0,223,49544
28,845360,49605
2080,866757,49673
1988,863796,49697
28,74793,49709
2081,882431,49752
509,846816,49788
0,55,49835
37,844536,50300
826,847153,50304
3,4022,50384
551,846562,50628
1812,860842,50673
136,599157,50763
1980,873541,50869
37,849500,50877
28,845044,51088
739,858339,51184
2896,869932,51185
0,16,51333
28,880090,51786
1581,880205,51873
148,324908,51999
1913,859718,52320
0,0,52720
1841,868342,52814
28,853229,52863
0,1,52871
1650,859935,52873
0,5,52888
0,67,52940
1734,848855,53013
1643,858712,53070
2,250,53237
0,91,53240
0,9,53274
463,843947,53767
406,845652,53828
0,12,54054
1796,861749,54574
32,875496,55222
1826,888382,55720
1503,851665,56430
0,8,56444
0,0,56662
1894,866542,56665
26,847331,57050
1601,847169,57111
151,142329,57199
0,1,57351
965,847434,57381
803,445127,57463
1873,871841,57695
29,845562,57821
1144,846551,57866
