RPKI filtering threshold,336.0
Full feeder threshold,134505
rpki_invalids,pos,asn
0,0,42
10,163325,209
749,168406,293
876,169176,513
8,167138,553
122,77629,559
1,167040,680
749,166617,701
0,262,714
0,18,766
47,167236,852
3,168947,1103
0,0,1126
0,166830,1140
0,166751,1239
0,16,1241
847,166878,1273
766,173097,1280
1,165772,1299
51,172362,1351
0,165940,1403
1135,174711,1798
1441,173248,1828
0,24,1836
0,70,1853
2,22,2018
1274,174213,2027
0,0,2044
0,0,2116
0,141,2119
0,0,2152
4,170099,2497
11,28775,2500
4689,179068,2516
812,173496,2518
0,0,2603
24,173186,2613
0,12,2686
0,15,2854
1,63,2856
0,3,2857
3,162236,2914
0,0,3130
544,167517,3170
220,173015,3214
0,0,3216
1,107,3233
201,166809,3257
1,45,3267
26,172898,3280
0,99,3292
0,0,3301
0,0,3303
96,147298,3320
0,32,3327
0,172764,3333
0,166710,3399
236,166998,3491
0,0,3549
0,0,3561
0,0,3741
0,0,3856
0,2005,4134
913,171602,4181
0,0,4608
0,15912,4637
5,210,4775
15,169725,4777
6,718,4788
19,173479,4826
0,2,4844
0,0,5390
0,1,5392
0,4,5394
0,0,5396
1,97,5400
0,0,5403
221,166305,5413
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,9,5524
0,67,5578
0,1,5583
0,28,5603
1153,167692,5645
0,0,5650
1488,179049,6057
0,0,6079
645,162600,6082
242,173109,6233
0,2,6325
0,3,6391
0,0,6423
306,166106,6453
400,167524,6461
635,167483,6667
0,13,6677
433,173473,6720
790,167316,6762
0,295,6774
0,0,6798
0,166310,6830
54,61,6866
364,167511,6894
368,167714,6908
0,170308,6939
0,165813,7018
0,3579,7195
0,0,7489
0,0,7500
968,175546,7575
0,55384,7606
1063,170915,7713
0,0,7795
0,75,8075
354,167292,8218
403,172816,8220
0,0,8224
0,0,8245
44,172973,8283
0,0,8289
0,3,8319
9,380,8359
0,12,8365
0,0,8387
0,44,8400
0,0,8422
1,167560,8426
0,127,8447
2,167088,8455
0,17,8470
0,0,8492
0,975,8529
0,0,8551
0,0,8560
98,169815,8607
0,0,8648
0,0,8660
0,5,8674
1,107,8708
5,172915,8758
0,17,8763
0,336,8781
1,7170,8803
0,0,8816
0,5,8821
0,0,8851
0,0,8859
919,177371,8888
63,166920,8896
22,557,8966
0,167511,9002
0,11,9009
0,0,9026
0,0,9031
0,0,9063
23,973,9121
0,28,9264
0,0,9266
1003,170125,9268
1173,174161,9304
0,0,9318
0,647,9505
0,271,9583
0,6,9658
39,25290,9902
2,134,9930
56,223,10075
0,128,10310
1224,174929,11039
0,384,11164
0,0,11403
0,0,11537
0,0,11686
0,0,11708
0,0,12306
513,173248,12307
0,0,12350
0,9,12355
0,1,12401
0,9,12414
0,0,12470
0,0,12577
0,0,12605
722,172956,12637
0,0,12713
1,167146,12779
83,167207,12859
0,0,12895
0,11,12897
0,1,12902
0,0,12956
897,173152,12969
39,58110,13004
578,167491,13030
0,2,13041
0,0,13101
0,0,13150
0,0,13189
0,0,13237
0,0,13285
1,355,13335
0,0,13727
1378,168679,13760
0,173574,13786
0,172735,13830
0,0,14026
0,0,14041
786,168886,14061
3,88811,14315
0,0,14537
40,172744,14630
776,173034,14840
0,173507,14907
0,21,15133
0,64776,15280
265,172171,15435
582,173682,15547
1,161544,15562
0,0,15600
0,172850,15605
547,173285,15623
3,89547,15692
0,2,15695
0,4,15699
0,0,15703
0,103,15830
0,14,15943
0,1,16004
0,0,16030
0,46,16086
0,0,16265
0,1,16298
0,0,16314
44,90458,16347
8,2386,16509
678,174898,16552
0,10,16637
0,2,16700
953,170093,16735
229,167842,17350
1238,175884,17639
290,177135,18106
1,704,18403
1108,169566,19151
862,173754,19653
54,136895,19754
0,0,19782
800,173263,20080
0,0,20130
24,168924,20205
0,168,20495
0,1,20514
0,0,20562
109,173569,20612
0,0,20704
0,0,20751
4,169017,20764
66,167088,20811
774,173564,20912
109,172900,20932
0,35,20940
0,0,21013
0,0,21099
6,60139,21232
0,15,21263
0,233,21320
0,0,21336
0,0,21360
0,71,21385
457,173615,21412
0,0,21473
0,0,21478
0,171860,21700
84,6384,22388
0,0,22548
513,166616,22652
150,169314,23106
852,173169,23367
2368,179340,23673
1,109,23764
0,0,24115
0,45,24441
1039,173383,24482
539,173579,24516
0,1,24592
0,0,24753
0,17,24875
0,0,24880
0,0,24953
430,167512,24961
0,0,25061
860,168394,25091
0,0,25139
9,175104,25152
97,167534,25160
320,173320,25220
