RPKI filtering threshold,385.6
Full feeder threshold,117426
rpki_invalids,pos,asn
0,0,42
65,136043,209
264,139388,293
516,141203,513
12,139547,553
67,71318,559
5,140327,680
745,139476,701
0,215,714
0,15,766
18,139894,852
4,141273,1103
0,0,1126
19,139641,1140
0,0,1221
4,139285,1239
845,139707,1273
752,144580,1280
0,0,1299
611,144345,1351
4,138849,1403
1005,145975,1798
1263,144848,1828
0,62,1836
0,66,1853
0,22,2018
962,145030,2027
0,0,2044
0,0,2116
0,143,2119
0,0,2152
4,143653,2497
21,27650,2500
792,150168,2516
805,145030,2518
0,0,2603
13,142029,2613
0,11,2686
0,17,2854
0,74,2856
0,3,2857
0,0,2895
62,135213,2914
0,0,3130
515,140431,3170
288,144789,3214
0,0,3216
5,92,3233
10,139038,3257
1,46,3267
835,146674,3280
0,108,3292
0,0,3301
0,0,3303
179,117766,3320
0,24,3327
5,144544,3333
4,139785,3399
4,139143,3491
0,0,3549
0,0,3561
0,0,3741
0,0,3856
0,1916,4134
443,143973,4181
0,0,4608
0,12782,4637
420,145371,4739
10,141,4775
32,143769,4777
12,308,4788
4,144782,4826
0,2,4844
0,0,5390
0,1,5392
0,5,5394
0,0,5396
0,112,5400
0,0,5403
138,139568,5413
0,0,5418
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,9,5524
0,0,5583
0,6,5602
0,27,5603
806,89815,5645
0,0,5650
851,146289,6057
0,0,6079
71,134847,6082
94,144236,6233
0,2,6325
0,3,6391
0,0,6423
371,139132,6453
421,16364,6461
517,140293,6667
975,146110,6720
769,139732,6762
0,93,6774
0,0,6798
4,138948,6830
41,46,6866
448,130588,6894
520,140401,6908
3,142337,6939
9,138717,7018
1,2696,7195
860,144518,7489
0,0,7500
1020,149858,7575
2,52844,7606
18,40368,7660
1396,141483,7713
0,0,7795
0,68,8075
835,140302,8218
459,144300,8220
0,0,8224
0,0,8245
4,144384,8283
6,144883,8298
0,2,8319
5,345,8359
0,13,8365
0,0,8387
0,44,8400
0,0,8422
5,140165,8426
0,135,8447
8,139947,8455
0,15,8470
0,0,8492
0,317,8529
0,0,8551
0,0,8560
47,141965,8607
0,0,8648
0,0,8660
0,6,8674
5,90,8708
4,144690,8758
0,17,8763
0,254,8781
0,0,8816
0,5,8821
0,0,8851
0,0,8859
483,144568,8896
14,310,8966
4,140196,9002
0,4,9009
0,0,9026
0,0,9031
0,0,9063
0,34,9264
0,0,9266
1525,142663,9268
1699,146203,9304
0,0,9318
0,907,9505
0,2,9583
0,4,9658
55,28115,9902
1,136,9930
0,124,10310
1002,146082,11039
1,373,11164
0,0,11403
104,7243,11537
0,0,11686
0,0,11708
589,145290,12307
0,0,12350
0,9,12355
0,1,12401
0,8,12414
0,1,12470
0,0,12577
0,0,12605
497,144183,12637
0,0,12713
4,139906,12779
98,139572,12859
0,0,12895
0,1,12902
0,0,12956
146,58976,13004
656,140301,13030
0,3,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
1,215,13335
0,0,13727
755,140628,13760
63,144427,13786
4,144218,13830
0,0,14026
0,0,14041
1268,146825,14061
3,53343,14315
0,0,14537
79,144263,14630
753,143964,14840
4,145568,14907
0,19,15133
557,141245,15280
18,143476,15435
502,144813,15547
2,134410,15562
0,0,15600
78,144310,15605
563,144710,15623
62,75843,15692
0,2,15695
0,4,15699
0,0,15703
0,102,15830
0,12,15943
0,1,16004
0,0,16030
0,49,16086
0,0,16265
0,1,16298
0,0,16314
84,76990,16347
0,785,16509
1205,146768,16552
0,7,16637
0,1,16700
136,141899,16735
90,140701,17350
1928,150935,17639
37,144400,18106
1,512,18403
8,62381,19016
560,141491,19151
0,75,19551
895,145979,19653
36,115798,19754
0,0,19782
754,144579,20080
0,0,20130
11,142060,20205
0,101,20495
0,1,20514
0,0,20562
102,144849,20612
0,0,20704
0,0,20751
1137,143653,20764
480,140175,20811
754,144960,20912
116,144277,20932
0,7,20940
0,0,21013
0,0,21099
4,57235,21232
0,13,21263
0,212,21320
0,0,21336
0,0,21360
0,68,21385
315,144986,21412
0,0,21473
0,0,21478
4,143533,21700
106,6452,22388
0,0,22548
469,139391,22652
0,0,22691
0,0,22822
873,144483,23106
16,144098,23367
1722,147239,23673
0,0,24115
37,136799,24441
1325,145431,24482
1114,145997,24516
0,1,24592
0,0,24753
0,0,24875
0,0,24880
0,0,24953
617,140601,24961
0,0,25061
811,141335,25091
0,0,25139
620,148566,25152
97,139973,25160
0,0,25198
204,144623,25220
0,0,25885
