RPKI filtering threshold,358.0
Full feeder threshold,111888
rpki_invalids,pos,asn
0,0,42
51,132074,209
557,135415,293
654,137318,513
18,135592,553
83,69009,559
11,136220,680
911,135949,701
0,211,714
0,14,766
23,135921,852
10,137613,1103
0,0,1126
23,135880,1140
0,0,1221
10,135494,1239
1004,136225,1273
915,140648,1280
10,135044,1299
710,140426,1351
10,135296,1403
1126,141680,1798
1166,140838,1828
0,113,1836
0,65,1853
0,16,2018
0,0,2044
0,0,2116
0,95,2119
0,0,2152
11,140102,2497
24,27359,2500
929,145699,2516
932,140697,2518
0,0,2603
18,138133,2613
0,9,2686
0,18,2854
0,56,2856
0,3,2857
0,0,2895
49,131526,2914
0,0,3130
514,136376,3170
912,140990,3214
0,0,3216
5,73,3233
16,135416,3257
1,46,3267
1001,142372,3280
0,107,3292
0,0,3301
0,0,3303
163,113941,3320
0,24,3327
11,140513,3333
10,135589,3399
10,135501,3491
0,0,3549
0,0,3561
0,0,3741
0,0,3856
0,1900,4134
451,139920,4181
0,0,4608
0,12338,4637
444,141340,4739
5,108,4775
36,140181,4777
2,296,4788
10,140341,4826
0,2,4844
0,0,5390
0,1,5392
0,5,5394
0,0,5396
0,94,5400
0,0,5403
96,135427,5413
0,0,5418
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,8,5524
0,0,5583
0,7,5602
0,29,5603
929,87056,5645
0,0,5650
1002,142498,6057
0,0,6079
69,131267,6082
92,140065,6233
0,2,6325
0,3,6391
0,0,6423
375,135483,6453
447,15565,6461
508,136220,6667
1145,141869,6720
930,136211,6762
0,90,6774
0,0,6798
10,135373,6830
43,48,6866
408,128946,6894
518,136522,6908
10,138445,6939
12,134883,7018
0,2464,7195
1020,140623,7489
0,0,7500
1096,145885,7575
9,51860,7606
16,39268,7660
864,137010,7713
0,0,7795
0,68,8075
952,136730,8218
471,140255,8220
0,0,8224
0,0,8245
16,139929,8283
10,140496,8298
0,1,8319
4,400,8359
0,13,8365
0,0,8387
0,0,8422
11,135814,8426
0,133,8447
14,135860,8455
0,15,8470
0,0,8492
0,77,8529
0,0,8551
0,0,8560
55,138093,8607
0,0,8648
0,0,8660
0,6,8674
5,73,8708
449,140775,8758
0,17,8763
0,267,8781
0,0,8816
0,4,8821
0,0,8851
0,0,8859
475,140167,8896
8,230,8966
10,136103,9002
0,4,9009
0,0,9026
0,0,9031
0,0,9063
0,33,9264
0,0,9266
1058,138270,9268
1754,142440,9304
0,0,9318
0,880,9505
0,2,9583
0,6,9658
17,25616,9902
2,133,9930
0,125,10310
1121,141827,11039
0,372,11164
96,7016,11537
0,0,11686
0,0,11708
578,140519,12307
0,0,12350
0,9,12355
0,1,12401
0,8,12414
0,1,12470
0,0,12577
0,0,12605
489,140217,12637
0,0,12713
10,135970,12779
938,136891,12859
0,0,12895
0,1,12902
0,0,12956
142,58154,13004
646,136536,13030
0,3,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
0,175,13335
0,0,13727
16,37588,13760
49,139794,13786
10,139825,13830
0,0,14026
0,0,14041
1172,142196,14061
12,52340,14315
0,0,14537
52,139749,14630
921,139532,14840
10,141040,14907
0,19,15133
566,137258,15280
29,139478,15435
487,140388,15547
10,130751,15562
0,0,15600
66,139879,15605
601,140394,15623
43,72751,15692
0,2,15695
0,4,15699
0,0,15703
0,107,15830
0,11,15943
0,1,16004
0,0,16030
0,49,16086
0,0,16265
0,1,16298
0,0,16314
104,74714,16347
0,647,16509
572,141987,16552
0,6,16637
0,1,16700
113,137611,16735
1,179,16814
68,136678,17350
1917,144750,17639
72,140707,18106
0,542,18403
16,61203,19016
569,137464,19151
0,75,19551
1034,141723,19653
39,111803,19754
0,0,19782
919,140668,20080
0,0,20130
24,138442,20205
0,138,20495
0,1,20514
0,0,20562
495,141041,20612
0,0,20704
0,0,20751
1211,140555,20764
469,136181,20811
914,141164,20912
102,139863,20932
0,20,20940
0,0,21013
0,0,21099
10,55998,21232
0,13,21263
0,213,21320
0,0,21336
0,0,21360
0,68,21385
461,140744,21412
0,0,21473
0,0,21478
10,139526,21700
98,6309,22388
0,0,22548
474,135830,22652
0,0,22691
0,0,22822
1043,140424,23106
34,140372,23367
1790,143511,23673
0,0,24115
40,132557,24441
1232,141618,24482
517,141317,24516
0,1,24592
0,0,24753
0,0,24875
0,0,24880
0,0,24953
608,136491,24961
0,0,25061
966,137086,25091
0,0,25139
606,144536,25152
70,136009,25160
0,0,25198
192,140066,25220
0,0,25885
0,5,25933
