RPKI filtering threshold,166.0
Full feeder threshold,70290
rpki_invalids,pos,asn
0,0,42
0,83625,174
534,84608,209
0,86225,286
481,89272,293
160,64386,513
0,87208,553
0,12,559
463,87509,680
418,86425,701
0,126,714
0,17,766
444,87212,852
0,87287,1103
0,0,1126
565,89546,1140
0,0,1221
0,0,1239
442,86697,1273
472,89357,1280
0,86164,1299
265,88933,1351
0,86189,1403
0,0,1798
0,85,1836
0,62,1853
183,89933,1916
0,10,2018
0,0,2044
0,0,2116
0,96,2119
0,0,2152
515,87417,2497
2,20623,2500
453,93721,2516
452,89285,2518
0,0,2603
502,89335,2613
0,9,2686
0,19,2854
0,35,2856
431,89224,2857
0,0,2895
0,0,2905
58,86571,2914
0,0,3130
18,86639,3214
1,57,3233
12,86120,3257
1,348,3267
5,88991,3277
629,90344,3280
0,92,3292
0,0,3301
0,0,3303
0,25,3327
341,89339,3333
0,0,3402
45,86629,3491
0,0,3549
0,0,3561
446,87403,3741
0,0,3856
234,88844,4181
0,0,4608
123,5947,4637
139,89406,4739
0,22,4775
510,87093,4777
0,0,4780
519,89614,4826
0,2,4844
0,0,5056
0,0,5390
0,1,5392
0,4,5394
5,33733,5396
0,69,5400
0,0,5403
446,86612,5413
0,0,5418
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,9,5524
0,0,5583
0,0,5588
0,5,5602
14,85658,5645
0,0,5650
215,86443,5769
133,40144,6057
0,0,6067
0,0,6079
59,86027,6082
29,87208,6233
0,5,6391
0,0,6423
30,85873,6453
147,5715,6461
0,0,6539
472,87023,6667
657,90706,6720
0,149,6730
342,86283,6762
0,63,6774
0,0,6798
441,86407,6830
84,89,6866
103,88802,6881
11,88824,6894
394,87172,6908
0,86952,6939
3,85787,7018
0,89440,7195
558,87151,7489
0,0,7500
598,90079,7575
28,31831,7606
70,28167,7660
463,87593,7713
0,0,7795
1,62,8075
438,86560,8218
830,89413,8220
0,0,8224
0,0,8245
0,88929,8283
0,2,8319
0,0,8339
0,667,8359
0,11,8365
0,0,8387
0,0,8422
455,86883,8426
0,158,8447
24,86698,8455
0,14,8470
0,0,8492
0,242,8529
0,0,8551
0,0,8560
34,86628,8607
0,0,8648
0,0,8660
0,5,8674
1,51,8708
50,49531,8758
0,13,8763
0,124,8781
0,0,8816
0,3,8821
0,0,8851
0,0,8859
463,89219,8896
0,0,8897
0,47,8966
519,87327,9002
0,2,9009
0,0,9026
0,0,9031
0,0,9063
0,30,9264
0,0,9266
0,26,9268
545,89856,9304
2,415,9505
0,1,9583
0,3,9658
2,15295,9902
2,75,9930
30,85905,10102
0,121,10310
605,90419,11039
38,2325,11537
0,0,11686
0,0,11708
0,0,11995
0,0,12306
0,89151,12307
0,0,12350
0,9,12355
0,1,12401
0,7,12414
0,0,12577
0,0,12605
446,87060,12637
0,0,12713
0,86611,12779
98,88772,12859
0,0,12895
0,1,12902
0,0,12956
0,0,12971
0,370,12989
11,33437,13004
403,58708,13030
0,3,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
0,0,13727
0,378,13760
524,90164,13786
450,89867,13830
0,0,14026
519,89838,14061
0,0,14361
0,0,14537
441,89125,14630
0,0,14633
552,88969,14840
0,89718,14907
0,0,15008
0,18,15133
35,88752,15435
435,89085,15547
1,85949,15562
0,0,15600
484,89384,15605
0,2,15695
0,2,15699
0,0,15703
1,90,15830
0,9,15943
0,1,16004
0,6,16030
0,37,16086
0,0,16265
0,1,16298
0,0,16314
119,45185,16347
510,89724,16552
0,0,16570
0,6,16637
0,1,16700
529,89769,16735
0,0,17451
567,89825,17639
1,89198,18106
1,466,18403
14,39379,19016
602,88465,19151
0,64,19551
572,90245,19653
121,77259,19754
0,0,19782
434,89192,20080
443,88840,20205
0,17,20495
0,1,20514
0,0,20562
478,87993,20612
0,1,20704
0,0,20751
547,89075,20764
455,89642,20766
448,86757,20811
15,88637,20912
434,89378,20932
0,21,20940
13,86427,20953
0,0,21013
0,0,21099
458,89526,21232
0,10,21263
0,224,21320
0,0,21336
0,0,21360
0,59,21385
0,0,21478
0,0,22548
447,86823,22652
0,0,22691
0,0,22822
476,89641,23106
542,90091,23367
0,0,23673
0,0,24115
125,88011,24441
458,90049,24482
570,89740,24516
0,1,24592
0,0,24753
519,87028,24875
0,0,24880
0,0,24953
504,87055,24961
0,0,25061
365,89083,25091
513,89267,25152
18,86167,25160
0,1,25178
210,88940,25220
0,69,25933
0,39526,26162
0,2,26415
0,4,26744
0,0,27257
0,0,27446
