RPKI filtering threshold,276.8
Full feeder threshold,118350
rpki_invalids,pos,asn
0,0,42
55,141992,209
294,145339,293
817,147417,513
13,145620,553
250,67464,559
138,146020,680
720,145409,701
0,187,714
0,14,766
35,145983,852
4,147605,1103
0,0,1126
4,145554,1140
0,0,1221
4,145245,1239
824,145790,1273
724,150740,1280
0,0,1299
600,150527,1351
4,144954,1403
1012,152079,1798
788,150956,1828
0,92,1836
0,66,1853
3,21,2018
978,151411,2027
0,0,2044
0,0,2116
0,0,2152
721,151122,2497
17,27913,2500
770,156319,2516
774,151162,2518
0,0,2603
5,148080,2613
0,10,2686
0,74,2856
0,3,2857
13,141190,2914
0,0,3130
467,146202,3170
196,150703,3214
0,0,3216
0,102,3233
37,145114,3257
0,0,3267
834,152902,3280
0,113,3292
0,0,3301
0,0,3303
96,127699,3320
0,24,3327
5,150265,3333
4,145552,3399
4,145441,3491
0,0,3549
0,0,3561
0,0,3741
0,0,3856
0,1928,4134
97,148887,4181
0,0,4608
1,13851,4637
15,164,4775
723,150760,4777
13,320,4788
0,2,4844
0,0,5390
0,1,5392
0,0,5396
0,113,5400
0,0,5403
199,145687,5413
0,0,5418
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,8,5524
0,0,5583
0,6,5602
0,28,5603
793,101141,5645
0,0,5650
806,150954,6057
0,0,6079
41,140803,6082
214,151134,6233
0,2,6325
0,3,6391
0,0,6423
243,144957,6453
310,16582,6461
63,145812,6667
1112,151923,6720
732,145797,6762
0,92,6774
0,0,6798
4,144882,6830
18,23,6866
387,135738,6894
418,146195,6908
3,148800,6939
4,144685,7018
0,3150,7195
839,150727,7489
0,0,7500
1027,156130,7575
2,47759,7606
28,41010,7660
957,147798,7713
0,0,7795
0,69,8075
814,146148,8218
451,150733,8220
0,0,8224
0,0,8245
81,150941,8283
20,151242,8298
0,2,8319
4,381,8359
0,15,8365
0,0,8387
0,44,8400
0,0,8422
5,145849,8426
0,128,8447
7,145969,8455
0,0,8492
1,257,8529
0,0,8551
0,0,8560
64,148223,8607
0,0,8648
0,0,8660
0,6,8674
0,99,8708
5,150892,8758
0,17,8763
0,253,8781
4,23648,8803
0,0,8816
0,0,8851
194,150530,8888
69,145515,8896
75,331,8966
4,146242,9002
0,5,9009
0,0,9026
0,0,9031
0,0,9063
0,30,9264
1045,148523,9268
1229,151593,9304
0,0,9318
0,600,9505
0,2,9583
0,5,9658
121,24542,9902
4,137,9930
0,123,10310
1007,152187,11039
1,381,11164
0,0,11403
0,0,11537
0,0,11686
0,0,11708
547,151507,12307
0,0,12350
0,9,12355
0,1,12401
0,8,12414
0,0,12470
0,0,12577
0,0,12605
375,150301,12637
0,0,12713
4,145818,12779
57,145430,12859
0,0,12895
0,1,12902
0,0,12956
135,53222,13004
628,146568,13030
0,2,13041
0,0,13101
0,0,13189
0,0,13237
0,0,13285
1,232,13335
0,0,13727
749,146686,13760
4,152154,13786
58,150200,13830
0,0,14026
0,0,14041
769,152371,14061
2,47993,14315
0,0,14537
130,150707,14630
730,148805,14840
4,151499,14907
0,20,15133
488,147211,15280
49,149716,15435
417,150372,15547
2,140360,15562
0,0,15600
4,150410,15605
539,150900,15623
13,80122,15692
0,2,15695
0,4,15699
0,0,15703
0,101,15830
0,1,16004
0,0,16030
0,48,16086
0,0,16265
0,0,16298
0,0,16314
23,79803,16347
0,852,16509
626,152150,16552
0,7,16637
0,1,16700
762,148623,16735
103,146781,17350
1384,153727,17639
161,153714,18106
1,560,18403
26,57766,19016
491,147787,19151
0,75,19551
884,152030,19653
41,121508,19754
0,0,19782
734,150817,20080
0,0,20130
18,147910,20205
0,99,20495
0,1,20514
0,0,20562
118,151089,20612
0,0,20704
0,0,20751
410,145928,20811
745,151037,20912
110,150454,20932
0,9,20940
0,0,21013
0,0,21099
6,52229,21232
0,14,21263
0,212,21320
0,0,21336
0,0,21360
0,70,21385
203,151239,21412
0,0,21473
4,149740,21700
122,6424,22388
0,0,22548
362,145412,22652
0,0,22822
745,148223,23106
56,150018,23367
1265,157325,23673
0,0,24115
55,142453,24441
846,151390,24482
590,151211,24516
0,1,24592
0,0,24753
0,14,24875
0,0,24880
0,0,24953
491,146366,24961
0,0,25061
788,147344,25091
0,0,25139
720,155035,25152
148,146053,25160
0,0,25198
132,150928,25220
0,0,25885
0,5,25933
57,60088,26162
0,2,26415
0,9,26744
0,0,27678
222,64935,28000
8,154208,28186
0,372,28283
52,154282,28329
899,155810,28571
0,7,28589
0,0,28634
