RPKI filtering threshold,243.20000000000002
Full feeder threshold,131913
rpki_invalids,pos,asn
0,0,42
10,160470,209
374,164823,293
789,166110,513
10,164153,553
119,75650,559
3,164150,680
603,163593,701
0,257,714
0,17,766
43,164432,852
5,165813,1103
0,0,1126
2,163785,1140
2,163797,1239
0,15,1241
698,163836,1273
622,169783,1280
2,162958,1299
747,169941,1351
2,163086,1403
775,171175,1798
922,169629,1828
0,24,1836
0,70,1853
2,22,2018
1096,170881,2027
0,0,2044
0,0,2116
0,141,2119
0,0,2152
5,167166,2497
9,28701,2500
4529,175556,2516
656,170169,2518
0,0,2603
27,170011,2613
0,13,2686
0,15,2854
1,64,2856
0,3,2857
4,159388,2914
0,0,3130
379,164508,3170
149,169763,3214
0,0,3216
1,110,3233
80,163876,3257
1,45,3267
14,169210,3280
0,100,3292
0,0,3301
0,0,3303
64,144199,3320
0,23,3327
2,169582,3333
2,163848,3399
2,163906,3491
0,0,3549
0,0,3561
0,0,3741
0,0,3856
0,2000,4134
394,168024,4181
0,0,4608
0,15688,4637
5,206,4775
15,166710,4777
7,663,4788
4,170333,4826
0,2,4844
0,0,5390
0,1,5392
0,4,5394
0,0,5396
1,101,5400
0,0,5403
164,163319,5413
0,0,5430
0,6,5459
0,0,5466
0,0,5503
0,0,5511
0,9,5524
0,65,5578
0,0,5583
0,6,5602
0,28,5603
578,163535,5645
0,0,5650
351,171476,6057
0,0,6079
257,159342,6082
162,169886,6233
0,2,6325
0,3,6391
0,0,6423
190,163106,6453
295,164479,6461
465,164455,6667
0,13,6677
368,170277,6720
646,163929,6762
0,234,6774
0,0,6798
2,163221,6830
53,60,6866
188,149607,6894
308,164781,6908
4,167336,6939
2,162931,7018
0,3619,7195
751,169706,7489
0,0,7500
773,172092,7575
0,53722,7606
932,167346,7713
0,0,7795
0,73,8075
347,164251,8218
413,169926,8220
0,0,8224
0,0,8245
86,169862,8283
0,0,8289
490,170732,8298
0,3,8319
9,388,8359
0,12,8365
0,0,8387
0,43,8400
0,0,8422
3,164528,8426
0,124,8447
5,164128,8455
0,17,8470
0,0,8492
0,970,8529
0,0,8551
0,0,8560
91,166787,8607
0,0,8648
0,0,8660
0,5,8674
1,110,8708
11,169720,8758
0,17,8763
0,334,8781
0,25514,8803
0,0,8816
0,5,8821
0,0,8851
0,0,8859
806,174026,8888
42,164010,8896
22,501,8966
2,164533,9002
0,11,9009
0,0,9026
0,0,9031
0,0,9063
22,933,9121
0,28,9264
0,0,9266
864,166964,9268
1062,172505,9304
0,0,9318
0,632,9505
0,3,9583
0,5,9658
41,23318,9902
2,135,9930
9,192,10075
0,128,10310
794,171308,11039
0,378,11164
0,0,11403
0,0,11537
0,0,11686
0,0,11708
0,0,12306
406,169998,12307
0,0,12350
0,9,12355
0,1,12401
0,9,12414
0,0,12470
0,0,12577
0,0,12605
546,169591,12637
0,0,12713
3,164247,12779
61,164150,12859
0,0,12895
0,11,12897
0,1,12902
0,0,12956
740,169832,12969
134,56831,13004
451,164325,13030
0,2,13041
0,0,13101
0,0,13150
0,0,13189
0,0,13237
0,0,13285
1,338,13335
0,0,13727
861,165218,13760
2,170361,13786
2,169584,13830
0,0,14026
0,0,14041
534,165713,14061
3,85108,14315
0,0,14537
40,169627,14630
635,169750,14840
4,170476,14907
0,21,15133
1,63407,15280
124,168896,15435
500,170413,15547
1,158658,15562
0,0,15600
4,169668,15605
452,169978,15623
4,88812,15692
0,2,15695
0,4,15699
0,0,15703
0,104,15830
0,13,15943
0,1,16004
0,0,16030
0,45,16086
0,0,16265
0,1,16298
0,0,16314
39,89567,16347
5,2317,16509
530,171620,16552
0,10,16637
0,2,16700
811,166906,16735
106,164889,17350
1216,175780,17639
145,173765,18106
1,641,18403
652,165704,19151
366,170118,19653
35,134188,19754
0,0,19782
655,169918,20080
0,0,20130
13,166099,20205
0,191,20495
0,1,20514
0,0,20562
85,170381,20612
0,0,20704
0,0,20751
5,165932,20764
62,164092,20811
636,170374,20912
74,169725,20932
0,35,20940
0,0,21013
0,0,21099
6,58660,21232
0,15,21263
0,231,21320
0,0,21336
0,0,21360
0,71,21385
205,170195,21412
0,0,21473
0,0,21478
2,168833,21700
89,6410,22388
0,0,22548
362,163551,22652
131,166368,23106
359,169518,23367
1051,175884,23673
1,76,23764
0,0,24115
0,47,24441
798,169962,24482
415,170257,24516
0,1,24592
0,0,24753
0,20,24875
0,0,24880
0,0,24953
385,164460,24961
0,0,25061
696,165278,25091
0,0,25139
11,171883,25152
79,164552,25160
