RPKI filtering threshold,782.6
Full feeder threshold,680883
rpki_invalids,pos,asn
0,121,42
113,831270,174
36,833212,209
21,834047,286
1489,859862,293
2141,842498,513
17,836343,553
128,347195,559
21,829332,680
2460,834748,701
0,982,714
0,160,766
49,835553,852
26,847770,1103
0,5,1126
4,465232,1140
26,843528,1221
67,834325,1239
0,0,1273
2622,867414,1280
27,833999,1299
1579,859329,1351
25,843312,1403
2669,847107,1798
1231,854841,1828
0,173,1836
0,275,1853
0,405,2018
0,31,2044
0,480,2116
0,836,2119
1594,836613,2152
27,849143,2497
0,728,2500
15,5401,2516
1657,837680,2518
0,1706,2603
2745,845589,2613
0,594,2686
0,270,2854
1,932,2856
0,0,2857
2611,844662,2895
23,15492,2905
51,835047,2914
17,831964,3130
980,836422,3170
276,313334,3214
2596,840448,3216
34,145860,3233
33,834930,3257
1025,841723,3267
2909,867098,3280
24,834846,3292
0,831,3301
30,862370,3303
2491,836228,3320
0,235,3327
28,850206,3333
641,839286,3491
86,833300,3549
36,832977,3561
2701,840891,3741
0,1,3856
48,12165,4134
1571,834952,4181
2775,878529,4608
9,66639,4637
1451,858788,4739
25,1340,4775
2541,854028,4777
41,866179,4826
0,9,4844
0,284,5056
0,7,5390
122,834804,5392
831,842232,5394
2520,837545,5396
1,1582,5400
0,24,5403
1534,836600,5413
0,1,5418
0,19,5430
0,0,5459
0,70,5466
0,19,5503
179,112752,5511
1,20,5524
0,41,5583
1,653,5588
2522,837524,5602
84,828920,5645
1063,835701,5650
274,167077,6057
38,834980,6079
175,835955,6082
501,839032,6233
0,161,6325
0,40,6391
2198,837695,6423
419,833975,6453
917,109012,6461
284,210136,6539
2064,837780,6667
2579,868742,6720
0,640,6730
2565,837395,6762
5,2515,6774
0,5,6798
47,835654,6830
0,169,6866
191,861529,6881
1780,833407,6894
1491,838227,6908
32,857840,6939
99,833555,7018
0,6702,7195
2567,838368,7489
2591,868298,7500
2803,859153,7575
1,90919,7606
462,703926,7660
1848,846105,7713
0,412,7795
0,318,8075
2676,846697,8218
2350,841870,8220
0,4,8224
0,42,8245
24,839211,8283
66,160573,8289
0,14,8319
13,7611,8359
0,36,8365
0,19,8387
0,116,8422
49,836983,8426
0,1131,8447
27,837157,8455
0,66,8470
2708,855004,8492
0,191,8529
0,2193,8551
0,301,8560
214,729266,8607
0,6,8648
1412,838272,8660
0,49,8674
0,1245,8708
0,0,8758
0,0,8763
2,742,8781
0,9,8816
0,17,8821
0,40,8851
0,8,8859
1380,838268,8896
16,4086,8966
25,838759,9002
0,7,9009
0,4,9026
0,73,9031
0,153,9063
0,0,9264
3,100231,9266
182,867040,9268
1886,845969,9304
0,6504,9318
0,2552,9505
34,2634,9583
1,477,9658
745,165447,9902
3,945,9930
0,363,10310
2673,848038,11039
3,5537,11164
0,19,11403
33,21869,11537
2653,861956,11686
2632,876106,11708
23,866780,12307
248,836465,12350
0,8,12355
0,0,12401
0,20,12414
2486,838776,12470
0,12,12577
0,13,12605
182,833644,12637
0,1584,12713
21,835713,12779
235,836564,12859
0,2,12895
0,2,12902
127,41775,12956
116,129231,13004
2295,834540,13030
0,10,13041
0,108,13101
0,70,13189
1550,838287,13237
0,174,13285
0,12,13727
0,2599,13760
19,847410,13786
41,858132,13830
0,2,14026
1652,853326,14061
317,501979,14315
766,837407,14537
2838,876326,14630
2628,853231,14840
27,848776,14907
150,832945,15008
0,42,15133
131,159351,15280
1602,836696,15435
2511,870167,15547
1,833775,15562
0,142,15600
28,867383,15605
773,865949,15623
39,546457,15692
0,7,15695
0,27,15699
1,62,15703
2,617,15830
0,79,15943
0,0,16004
0,129,16030
0,271,16086
0,446,16265
0,2,16298
0,1,16314
2558,839373,16347
1657,853509,16552
0,212,16637
0,17,16700
2806,840876,16735
0,957,16814
2616,846709,17350
3025,875409,17639
28,856430,17920
115,869965,18106
2,2505,18403
124,376321,19016
1789,840237,19151
0,400,19551
2626,846609,19653
569,836673,19754
38,24098,19782
2601,837396,20080
146,858339,20130
104,858346,20205
0,104,20495
34,838492,20514
10,255076,20562
2478,870229,20612
0,11,20704
0,21,20751
2719,853188,20764
999,838223,20811
2503,838297,20912
838,837054,20932
0,142,20940
0,137,21013
0,2,21099
2280,851928,21232
0,45,21263
0,1536,21320
0,2,21336
0,3,21360
0,376,21385
1274,863931,21412
0,50,21473
0,1,21478
21,834723,21700
34,18780,22388
2870,866023,22548
1320,838252,22652
0,43,22691
0,218,22822
2840,859357,23106
109,834943,23367
2983,891911,23673
679,796505,24441
2349,868444,24482
974,851133,24516
0,5,24592
0,33,24753
0,215,24875
0,1,24880
0,21,24931
0,71,24953
2059,838481,24961
2713,842442,25091
86,856921,25152
216,839190,25160
0,0,25178
0,9,25198
1098,842835,25220
21,855564,25885
0,118,25933
23,856495,26073
1,156716,26162
0,2,26415
0,282,26744
132,856882,27446
3058,875460,27678
0,698,28000
2743,858108,28186
1,1208,28283
134,840861,28329
678,859003,28571
0,17,28589
1376,707473,28634
0,7,28760
0,5,28788
31,398577,28792
1283,846812,28917
2720,839952,29075
241,836664,29140
1113,866111,29222
0,2,29449
23,850452,29467
33,839551,29479
210,841671,29504
0,13,29527
0,52,29550
75,104338,29608
3478,851289,29680
2323,840281,29691
27,1781,29838
1740,859000,30132
1,2692,30844
0,6,30892
21,845691,31019
26,844,31027
1,535,31042
0,0,31122
9,10560,31133
2412,836905,31313
0,2,31383
2272,844926,31424
0,2,31449
0,1609,31500
36,81909,31554
0,88,31727
0,3,31800
59,18907,32098
350,835037,32354
0,37,32653
492,783243,32709
1,3670,32787
0,46,32869
0,59,32934
0,460,33132
9,59912,33823
0,5,33845
0,6228,33891
15,573072,34019
2463,839824,34177
2554,832548,34224
0,23,34245
1155,853406,34288
0,44,34347
27,838287,34549
447,248914,34553
0,3,34615
0,5,34723
0,12,34790
2810,842640,34800
216,837232,34854
2836,866810,34927
652,838153,34968
0,135,35228
122,835935,35266
9,60138,35267
0,36,35313
6,2657,35320
0,13,35332
2697,842263,35360
2651,847851,35369
16,546445,35426
29,177909,35505
2641,683224,35598
9,409869,35600
2810,842477,35619
0,400,35699
2912,873882,36236
3913,867141,36351
2767,887084,36924
0,34,36968
15,138,37053
458,837607,37100
2815,860916,37239
583,837453,37271
0,21,37314
2099,858524,37468
25,860450,37497
0,17,37546
0,3,37578
195,252707,37640
0,22,37650
3,2559,37662
219,229713,37680
32,91239,37704
2642,688970,37721
2820,860281,37989
2691,850582,38001
46,870472,38136
0,223,38182
0,92,38496
2906,881491,38726
3360,854745,38880
71,866872,38883
1,75441,39107
999,846166,39120
19,837080,39122
0,1,39202
0,3,39347
23,836881,39351
2573,837657,39533
200,835104,39591
0,39,39651
31,126970,39668
0,3,39821
1,122,39912
1670,859554,40387
76,856945,40630
2538,608003,40934
0,7,41028
4465,850567,41095
126,835453,41157
24,840986,41327
0,0,41617
1603,838241,41695
2729,855294,41722
2428,837102,41811
0,5,41953
2701,842272,42275
26,854923,42473
18,834823,42541
0,600,42708
0,0,42861
0,573,43100
0,67,43578
0,0,44030
2657,851617,44103
2989,872239,44393
1,117,44684
2761,865437,45352
0,6,45494
0,13,45634
4,1653,45896
150,834538,46450
1382,869678,46997
21,836750,47147
2529,835955,47251
0,50,47422
2675,871867,47441
512,842166,47692
2624,849821,47787
436,382746,47957
25,7442,48147
0,0,48292
91,840333,48362
24,870254,48550
17,208349,48571
0,0,48646
2248,841178,48821
29,871022,48919
46,839043,49102
31,856632,49134
0,7,49375
2633,850103,49420
2564,843000,49432
2624,837540,49434
0,8,49463
0,232,49544
20,836081,49605
2965,856340,49673
2824,851841,49697
22,134019,49709
3116,872609,49752
575,837071,49788
0,55,49835
27,838288,50236
114,834940,50300
1123,837266,50304
2,3860,50384
490,851221,50628
2703,851445,50673
163,592435,50763
2991,863681,50869
24,841460,50877
22,834982,51088
829,848282,51184
3764,862092,51185
0,16,51333
24,868577,51786
2685,870559,51873
219,322686,51999
2850,851015,52320
0,0,52720
3459,851639,52814
17,842355,52863
0,55,52871
2540,847951,52873
0,6,52888
0,72,52940
2802,838360,53013
0,0,53067
2561,848223,53070
2,302,53237
0,91,53240
419,833741,53767
548,837000,53828
0,14,54054
2654,851986,54574
37,864760,55222
2847,889186,55720
2700,845022,56430
0,8,56444
0,0,56662
2634,851801,56665
19,836967,57050
2512,837333,57111
0,11,57119
209,127059,57199
1275,837771,57381
1570,454902,57463
3119,860288,57695
20,835990,57821
50,835337,57866
2816,845118,58057
0,1,58280
2341,862055,58299
2709,839967,58308
0,10,58436
